TransactionID,TransactionTime,Amount,CustomerID,Location,V1,V2,V3,Class
TRANS00846,2024-09-20 17:35:21,3541.32,CUST8886,NV,-1.079,0.08,0.396,0
TRANS00847,2024-09-24 21:08:33,3276.91,CUST8313,TX,1.973,1.831,0.332,0
TRANS00848,2024-09-07 10:56:30,3880.23,CUST6869,CA,1.375,-0.169,-1.562,0
TRANS00849,2024-09-11 05:40:53,4851.25,CUST1282,CA,0.1,1.282,1.894,0
TRANS00850,2024-09-19 19:18:04,535.65,CUST1080,MA,-0.819,-0.128,1.976,0
TRANS00851,2024-09-26 05:30:52,3256.68,CUST1375,NY,-1.383,-1.986,0.191,0
TRANS00852,2024-09-04 13:28:43,3635.76,CUST8323,WA,-0.465,0.991,-0.401,0
TRANS00853,2024-09-17 20:13:13,80.69,CUST8492,NJ,-1.388,1.948,0.89,0
TRANS00854,2024-08-29 22:59:47,3575.28,CUST5910,NY,0.183,0.39,-0.799,0
TRANS00855,2024-09-22 22:23:19,4596.43,CUST4188,NJ,0.668,0.273,0.449,0
TRANS00856,2024-09-23 14:47:05,1470.21,CUST8540,MA,-1.407,-1.377,-1.785,0
TRANS00857,2024-09-14 13:57:37,1963.42,CUST9265,MA,1.771,-0.717,0.899,0
TRANS00858,2024-09-01 21:59:34,2949.34,CUST7780,WA,0.856,-0.991,0.692,0
TRANS00859,2024-09-27 13:51:03,4574.71,CUST2953,CA,0.334,-1.931,-1.77,0
TRANS00860,2024-09-13 19:35:56,3658.27,CUST8489,MA,-0.345,-0.25,0.42,0
TRANS00861,2024-09-08 14:28:40,4121.63,CUST1141,NY,1.221,-0.102,-1.377,0
TRANS00862,2024-09-02 10:32:38,3334.3,CUST1549,CA,1.034,-0.356,-0.521,0
TRANS00863,2024-09-23 21:21:38,737.76,CUST9002,FL,-1.114,-1.92,-1.459,0
TRANS00864,2024-09-26 09:34:46,4127.85,CUST3824,WA,1.82,-1.856,-0.582,0
TRANS00865,2024-09-28 03:34:54,2840.39,CUST0552,NJ,-0.834,-0.996,0.139,0
TRANS00866,2024-09-01 07:53:07,1626.08,CUST4321,AZ,0.24,-1.87,-1.048,0
TRANS00867,2024-09-27 10:06:30,1098.79,CUST6582,TX,1.082,0.807,0.496,0
TRANS00868,2024-09-12 21:38:54,2127.21,CUST0032,CA,1.308,0.792,-0.832,0
TRANS00869,2024-09-27 17:31:02,963.59,CUST2832,IL,-0.659,0.197,-1.086,0
TRANS00870,2024-09-02 14:11:59,2163.7,CUST4516,MA,1.37,-1.865,0.168,0
TRANS00871,2024-09-23 17:31:02,4193.94,CUST3441,NV,1.115,1.983,0.44,0
TRANS00872,2024-09-25 09:53:37,206.55,CUST0343,IL,0.689,0.735,1.668,0
TRANS00873,2024-09-04 16:23:51,1897.42,CUST6385,WA,-1.938,1.232,0.937,0
TRANS00874,2024-09-26 18:15:08,4601.83,CUST3707,NY,-1.807,1.268,-1.256,0
TRANS00875,2024-09-06 02:39:10,1085.79,CUST9974,MA,0.434,-1.994,-1.402,0
TRANS00876,2024-09-14 22:31:22,2009.14,CUST0144,AZ,-1.763,-1.432,-0.917,0
TRANS00877,2024-09-28 00:36:31,3344.03,CUST3461,IL,1.733,0.864,-1.085,0
TRANS00878,2024-09-08 03:11:17,2610.19,CUST2110,IL,-1.958,-1.469,-0.64,0
TRANS00879,2024-09-13 00:24:37,2977.0,CUST7916,AZ,0.167,0.192,-1.11,0
TRANS00880,2024-09-19 07:52:19,1177.63,CUST2624,NV,-1.007,-1.293,-0.389,0
TRANS00881,2024-09-18 19:12:13,315.75,CUST6725,CA,-1.351,0.425,0.063,0
TRANS00882,2024-09-02 14:18:44,4360.22,CUST8232,IL,1.279,1.418,0.089,0
TRANS00883,2024-09-09 11:44:13,1977.5,CUST7365,IL,1.591,-0.794,0.025,0
TRANS00884,2024-08-30 11:52:45,3201.46,CUST8545,NV,-0.395,-0.568,0.873,0
TRANS00885,2024-09-05 22:30:06,2341.21,CUST6463,NY,-0.434,-1.485,-0.34,0
TRANS00886,2024-09-14 13:53:09,1375.1,CUST1114,TX,-0.253,-1.438,1.883,0
TRANS00887,2024-09-08 05:25:55,416.94,CUST7461,TX,-1.35,1.396,1.452,0
TRANS00888,2024-09-18 09:45:49,3953.52,CUST2727,IL,0.332,-1.698,1.404,0
TRANS00889,2024-09-03 09:53:36,3366.83,CUST4959,NV,1.083,-0.337,1.067,0
TRANS00890,2024-09-27 05:57:47,1967.69,CUST8535,MA,-0.01,-0.615,-1.729,0
TRANS00891,2024-09-06 12:55:07,3816.07,CUST4342,NY,-0.477,-1.826,1.258,0
TRANS00892,2024-09-06 11:00:30,2242.13,CUST2374,NY,0.706,0.697,-0.821,0
TRANS00893,2024-09-17 09:32:41,4397.81,CUST1350,TX,1.544,-0.554,1.457,1
TRANS00894,2024-09-17 06:51:59,2209.78,CUST8264,WA,-1.499,-0.513,0.985,0
TRANS00895,2024-09-06 18:09:47,2116.33,CUST1487,AZ,-0.044,-0.407,-0.747,0
TRANS00896,2024-09-15 12:07:03,1177.92,CUST4989,WA,1.936,-0.028,-1.924,0
TRANS00897,2024-09-07 18:54:43,4632.47,CUST4741,NV,-1.975,1.281,-0.889,0
TRANS00898,2024-09-10 01:31:13,1977.44,CUST7796,IL,0.762,1.723,-0.806,0
TRANS00899,2024-09-08 05:44:25,431.05,CUST6814,WA,1.339,1.895,0.826,0
TRANS00900,2024-08-31 09:35:34,1775.83,CUST5628,AZ,-1.604,-0.145,1.886,0
TRANS00901,2024-09-25 00:28:29,4518.34,CUST2497,CA,1.089,1.558,1.572,0
TRANS00902,2024-09-24 09:56:04,603.79,CUST2019,TX,1.699,-1.988,-0.268,0
TRANS00903,2024-09-03 10:58:59,634.95,CUST6060,WA,-0.44,0.873,1.681,0
TRANS00904,2024-09-03 01:39:10,983.59,CUST9618,MA,-1.856,0.249,-0.491,0
TRANS00905,2024-09-05 17:07:27,2408.14,CUST2335,MA,1.363,0.784,0.971,0
TRANS00906,2024-09-10 17:31:01,3213.09,CUST4049,NV,-0.902,0.617,-0.32,0
TRANS00907,2024-09-09 04:55:51,147.45,CUST5427,MA,-1.996,-1.333,-0.061,0
TRANS00908,2024-09-16 09:45:00,4957.01,CUST6585,IL,-1.317,-1.628,0.291,0
TRANS00909,2024-09-10 13:46:13,4332.2,CUST1806,MA,-0.81,-0.285,-1.235,1
TRANS00910,2024-09-22 11:46:36,679.87,CUST5400,TX,-0.067,0.697,-0.916,0
TRANS00911,2024-09-20 16:43:28,556.2,CUST5760,NY,1.715,1.857,1.006,0
TRANS00912,2024-09-14 02:14:16,3729.98,CUST7813,IL,-1.692,1.22,-0.034,0
TRANS00913,2024-08-29 19:35:49,2815.95,CUST6452,NY,0.28,0.804,-0.575,0
TRANS00914,2024-09-28 07:27:57,215.9,CUST4806,AZ,-1.815,0.176,1.458,0
TRANS00915,2024-09-18 15:53:28,3076.88,CUST3389,FL,0.624,-0.724,0.367,0
TRANS00916,2024-09-16 02:39:12,1633.27,CUST6540,NJ,-0.31,1.538,-1.807,0
TRANS00917,2024-09-01 06:11:16,1193.29,CUST0880,IL,1.221,-0.372,1.05,1
TRANS00918,2024-09-02 09:42:21,2207.51,CUST1743,AZ,-0.327,-1.918,-0.774,0
TRANS00919,2024-09-19 01:48:16,477.04,CUST9750,TX,1.477,1.844,1.671,0
TRANS00920,2024-09-24 13:33:27,2580.85,CUST5742,NV,-1.646,-1.325,0.69,0
TRANS00921,2024-09-09 09:12:53,2953.64,CUST5755,CA,1.347,-1.424,0.34,0
TRANS00922,2024-09-10 18:37:37,4039.06,CUST8182,NV,1.442,1.317,1.598,0
TRANS00923,2024-09-19 04:51:17,4965.26,CUST5346,MA,-0.521,-0.822,-1.244,0
TRANS00924,2024-09-08 15:13:43,1106.47,CUST2638,WA,1.173,-0.851,0.731,0
TRANS00925,2024-09-05 21:11:29,4582.24,CUST8345,NJ,1.098,1.831,1.654,0
TRANS00926,2024-09-08 22:14:31,3623.64,CUST6051,IL,-1.199,1.874,-0.707,0
TRANS00927,2024-08-30 09:55:46,1944.27,CUST0774,WA,1.091,-1.972,0.878,0
TRANS00928,2024-09-08 03:25:10,4599.62,CUST2284,AZ,1.027,1.019,1.337,0
TRANS00929,2024-09-11 09:33:45,3890.19,CUST5567,AZ,1.167,1.101,0.581,1
TRANS00930,2024-09-13 23:49:25,1193.7,CUST5476,CA,-1.293,-1.455,-0.954,0
TRANS00931,2024-09-15 21:56:26,911.62,CUST0443,WA,-1.786,-0.391,1.355,0
TRANS00932,2024-09-17 02:10:20,629.85,CUST9974,NJ,0.531,0.782,-0.115,0
TRANS00933,2024-09-04 23:42:44,843.93,CUST6965,NV,1.826,1.757,-0.829,0
TRANS00934,2024-09-02 17:05:56,497.1,CUST6869,FL,0.047,-1.292,-0.454,0
TRANS00935,2024-09-07 12:22:33,3493.46,CUST1159,TX,0.349,-1.966,0.73,0
TRANS00936,2024-08-31 10:53:51,4317.19,CUST9155,WA,1.852,-1.294,-1.865,0
TRANS00937,2024-09-25 08:38:20,1280.35,CUST5390,TX,-1.303,1.014,0.335,0
TRANS00938,2024-09-21 19:32:22,3568.02,CUST3396,NY,-1.137,0.718,-0.344,0
TRANS00939,2024-09-02 07:22:03,3580.41,CUST9558,NJ,0.66,1.243,1.879,0
TRANS00940,2024-09-07 11:25:25,3460.65,CUST6747,NY,-1.096,-1.133,0.468,0
TRANS00941,2024-09-11 14:46:53,878.57,CUST5594,NV,-1.667,1.762,-0.654,0
TRANS00942,2024-09-21 14:41:59,2126.83,CUST3603,IL,-1.695,-0.009,0.665,0
TRANS00943,2024-09-18 15:39:21,4987.37,CUST1947,WA,1.453,-0.947,1.244,0
TRANS00944,2024-09-23 13:31:46,1509.48,CUST5797,NV,1.035,-0.698,1.86,0
TRANS00945,2024-09-09 02:46:38,673.16,CUST7701,MA,-1.959,0.956,1.724,0
TRANS00946,2024-09-13 10:09:31,2668.68,CUST3753,IL,-1.998,0.728,1.382,0
TRANS00947,2024-09-21 20:59:17,4389.92,CUST2839,NV,1.984,0.659,0.165,0
TRANS00948,2024-09-15 21:03:32,870.84,CUST1046,TX,1.16,-1.596,1.843,0
TRANS00949,2024-09-20 10:16:27,3687.34,CUST2755,WA,0.907,-0.306,-1.027,0
TRANS00950,2024-09-08 23:49:00,1397.36,CUST3008,IL,-0.778,0.55,-1.127,0
TRANS00951,2024-09-08 14:28:28,1817.79,CUST6551,NY,-0.874,1.376,1.719,0
TRANS00952,2024-09-01 08:29:56,2938.93,CUST7937,FL,1.095,-1.152,0.428,0
TRANS00953,2024-08-31 01:32:45,2359.06,CUST5121,AZ,0.02,1.604,1.635,0
TRANS00954,2024-08-29 16:02:42,618.79,CUST9874,WA,1.274,0.748,1.806,0
TRANS00955,2024-09-07 16:47:42,2399.93,CUST4182,MA,-0.145,-1.12,-1.507,0
TRANS00956,2024-09-26 13:51:52,4544.63,CUST8013,NJ,-0.878,0.572,-0.749,0
TRANS00957,2024-09-23 14:31:59,1258.61,CUST3116,WA,-1.662,1.727,-0.258,0
TRANS00958,2024-08-31 23:43:31,506.48,CUST8107,NJ,1.084,1.584,0.38,0
TRANS00959,2024-08-30 19:06:19,906.22,CUST8718,FL,0.863,-1.298,1.25,0
TRANS00960,2024-08-29 15:03:19,1588.59,CUST7700,CA,-1.191,-0.753,0.553,0
TRANS00961,2024-09-10 20:46:55,245.29,CUST4627,CA,1.183,0.543,-1.944,0
TRANS00962,2024-09-22 22:01:54,919.72,CUST3632,NY,-1.457,-0.297,-0.37,0
TRANS00963,2024-08-31 04:59:43,4352.14,CUST0066,AZ,-0.705,-1.61,-1.303,0
TRANS00964,2024-09-08 08:41:05,276.42,CUST4626,TX,-1.18,-0.832,0.545,0
TRANS00965,2024-09-17 02:32:47,2413.67,CUST1888,WA,-0.152,-0.176,1.945,0
TRANS00966,2024-09-01 16:51:09,3413.28,CUST2268,NY,-1.733,1.476,1.693,0
TRANS00967,2024-09-12 01:50:38,529.37,CUST2360,AZ,-1.938,-1.469,-1.44,0
TRANS00968,2024-09-04 13:24:59,305.02,CUST4128,NV,1.893,-1.685,-0.116,0
TRANS00969,2024-09-24 01:38:15,3273.5,CUST2284,IL,1.045,1.122,-1.178,0
TRANS00970,2024-09-14 21:21:26,360.1,CUST8340,NJ,1.43,1.531,-0.375,0
TRANS00971,2024-08-30 16:21:29,1408.98,CUST4630,NV,-1.866,-0.045,-0.441,0
TRANS00972,2024-09-13 00:38:13,4611.25,CUST8198,FL,-0.112,0.973,-1.437,0
TRANS00973,2024-09-12 15:17:27,2446.31,CUST3108,WA,1.019,0.374,0.122,0
TRANS00974,2024-09-09 07:25:08,4932.45,CUST5982,AZ,0.92,1.938,1.539,0
TRANS00975,2024-09-14 07:02:49,827.25,CUST3191,FL,-1.793,-1.266,1.93,0
TRANS00976,2024-09-08 04:59:54,3650.85,CUST7400,FL,-0.131,0.352,1.856,0
TRANS00977,2024-09-19 10:40:52,325.02,CUST8787,IL,-0.248,-0.113,0.509,0
TRANS00978,2024-09-06 22:41:13,3895.77,CUST9053,IL,1.328,0.074,1.577,0
TRANS00979,2024-09-13 05:28:33,3635.92,CUST8045,NV,-1.334,1.934,1.873,0
TRANS00980,2024-09-26 04:13:11,1127.29,CUST9281,MA,-1.874,0.78,-1.244,0
TRANS00981,2024-09-27 03:26:26,519.97,CUST8413,NY,-0.119,1.925,-1.115,0
TRANS00982,2024-09-02 10:59:19,2627.53,CUST5125,NJ,1.407,1.955,1.245,0
TRANS00983,2024-09-20 06:28:55,4867.26,CUST1489,FL,-0.5,-0.865,-1.924,0
TRANS00984,2024-09-19 15:27:51,2661.31,CUST3573,IL,1.742,-0.894,-0.949,0
TRANS00985,2024-09-01 09:09:03,661.58,CUST8103,NY,0.884,-0.428,1.387,0
TRANS00986,2024-09-12 11:50:04,4483.85,CUST9751,CA,-1.358,1.978,-0.548,0
TRANS00987,2024-09-11 12:07:53,1981.24,CUST5450,FL,0.848,-0.235,-1.571,0
TRANS00988,2024-09-12 01:27:59,278.96,CUST0688,IL,-0.764,-0.597,-0.009,0
TRANS00989,2024-09-22 16:09:45,935.86,CUST8450,TX,-0.325,-0.142,1.835,0
TRANS00990,2024-09-10 06:43:41,2677.75,CUST2936,WA,1.083,-1.689,-0.301,0
TRANS00991,2024-09-09 06:45:26,554.52,CUST9426,WA,1.512,-0.864,1.795,0
TRANS00992,2024-09-04 22:15:03,692.47,CUST1164,NV,0.826,-1.95,1.054,0
TRANS00993,2024-09-19 03:50:47,859.62,CUST6721,NJ,-1.338,0.026,0.182,0
TRANS00994,2024-09-25 15:45:46,3793.84,CUST1473,MA,1.339,-0.539,-0.892,0
TRANS00995,2024-09-09 07:28:47,3728.77,CUST5246,NV,0.96,-0.564,1.693,0
TRANS00996,2024-09-16 22:34:28,3543.54,CUST3952,FL,-1.306,0.463,-0.675,0
TRANS00997,2024-09-15 12:51:53,3219.29,CUST4467,WA,0.598,1.46,0.166,1
TRANS00998,2024-09-10 00:39:41,2789.0,CUST4485,WA,0.68,-1.754,-1.486,0
TRANS00999,2024-09-15 04:54:02,2110.24,CUST7302,NY,1.146,-0.572,-0.186,0
TRANS01000,2024-09-11 23:29:25,2738.01,CUST1605,WA,0.437,0.54,1.861,0
